4 10 3 14 1 34 -1 35 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5 1 2 48 -1 49 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5 2 4 27 1 38 1 39 1 37 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5 3 2 24 1 26 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5 4 4 31 2 35 1 36 1 30 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5 5 12 10 -1 11 -1 28 -1 30 -1 37 -1 40 -2 41 -2 42 -1 43 -1 44 -1 48 -1 49 -1 
5 6 3 24 1 27 1 28 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5 7 3 36 1 45 1 42 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5 9 5 12 1 31 2 38 1 45 1 43 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5 10 4 13 2 35 1 39 1 44 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 2 1 27 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 3 1 24 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 4 3 29 1 33 1 34 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 5 1 28 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 6 5 9 -1 24 -1 27 -1 28 -1 51 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 9 1 33 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 10 1 34 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
7 2 3 17 1 18 1 19 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
7 3 2 22 -1 23 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
7 4 1 36 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
7 5 1 42 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
7 7 8 5 -1 6 -1 19 -1 22 -1 23 -1 36 -1 42 -1 45 -1 0 0 0 0 0 0 0 0 
7 8 2 17 1 18 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
7 9 1 45 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
7 11 1 17 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8 2 6 16 1 19 2 37 1 38 1 17 -1 18 -1 0 0 0 0 0 0 0 0 0 0 0 0 
8 3 4 21 1 22 2 23 1 21 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8 4 2 33 1 36 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8 5 3 37 1 42 1 43 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8 7 8 5 1 6 1 19 2 22 2 23 1 36 1 42 1 45 2 0 0 0 0 0 0 0 0 
8 8 7 21 1 7 -1 8 -1 17 -1 18 -1 21 -1 50 -1 0 0 0 0 0 0 0 0 0 0 
8 9 6 33 1 38 1 43 1 45 2 46 1 47 1 0 0 0 0 0 0 0 0 0 0 0 0 
8 11 1 17 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8 12 1 50 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
9 2 2 39 1 38 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
9 4 4 34 1 31 -1 32 -1 33 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
9 5 3 42 1 44 1 43 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
9 7 2 42 1 45 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
9 8 1 50 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
9 9 9 12 -1 31 -1 32 -1 33 -1 38 -1 43 -1 45 -1 46 -2 47 -2 0 0 0 0 0 0 
9 10 4 14 1 34 1 39 1 44 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
9 12 1 50 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10 2 1 39 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10 4 2 34 -1 35 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10 5 2 41 1 44 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10 9 2 46 1 47 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10 10 7 13 -1 14 -1 15 -1 34 -1 35 -1 39 -1 44 -1 0 0 0 0 0 0 0 0 0 0 
11 2 2 17 1 17 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
11 8 2 17 1 17 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
11 11 2 17 1 17 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
12 1 1 49 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
12 5 1 49 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
12 8 1 50 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
12 12 1 50 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
